route_id,stop_lat,stop_id,stop_long,stop_desc,stop_name,stop_seq,location_type
16,33.42037884821467,{7FE22DF1-02B3-4958-96C6-8E3BF94B63C7},-82.0370696108052,Burns Memorial United Methodist Church - Residential,Lumpkin Rd - Burns Dr,19,0
16,33.42007613491427,{B55D61DC-F3C7-42E6-A7CA-1AD4F1CC37F5},-82.03327206169065,Island Seafood - Jacks BBQ -Commercial - Restaurants,Lumpkin Rd - Richmond Hill Rd,20,0
16,33.41991031735837,{44C64563-0F21-4EC7-AFE9-89B8ED53A05A},-82.03157562738755,Commercial - Beauty - Laundry,Lumpkin Rd - King St,21,0
16,33.41944830205073,{E1AFBEE8-E604-46E4-A611-F3D7884EA7C9},-82.02830419354979,Park South - Residential,Lumpkin Rd - Jackson St,22,0
16,33.41906799518949,{6E300B2B-54F0-416B-9FC6-97530DB13E62},-82.02540831954673,Residential,Lumpkin Rd - Charlestown South Apts,23,0
16,33.41882633978523,{EB3506C5-50C2-4073-B03D-4FCC5ECE836E},-82.02374785221943,Alleluia Community School - Commercial,Lumpkin Rd - Advanced Auto Parts,24,0
16,33.41584315615557,{7F1F2B37-3A34-436F-AA6A-F20317593F36},-82.02412401781388,Commercial - Wendys - Golden Corral - Restaurants,Peach Orchard Rd - Harding Dr,25,0
16,33.40936272915007,{79AAAE43-E613-4342-AFA1-B8993EBA1EB7},-82.02461956699078,Shopping - Commercial,Windsor Spring Rd - Lowes - Goodwill,27,0
16,33.40928507341683,{F1D173C5-8E46-428B-9717-E74314E51574},-82.01017760501944,New Horizon Church of God - Residential,Windsor Spring Rd - Old Loisville Rd,30,0
16,33.40734498109832,{534EED21-15C9-440D-87C8-9BB19A4B02AF},-82.01129172485268,Sherwood Baptiist Church - Residential,Old Louisville Rd - Gay Dr,31,0
16,33.40337290997286,{D52786B2-C78E-418C-9609-0B793DD16044},-82.01358333039755,Southside Elementary Schoo - Residential,Old Louisville Rd - Southside Elementary School,32,0
16,33.39840806796904,{6FECD0F3-08A8-4B99-90E6-415D1500E2E5},-82.01583464354181,Mental Hospital - Residential,Ga Regional Hospital Back Gate - Louisville Rd,33,0
16,33.397673093145,{1F3FFA6E-95B9-486B-8CAD-BC9A160CAB55},-82.01084404023104,Mental Hospital Security Police Guard Post,Ga Regional Hospital - Brownlee Dr,34,0
16,33.398134518736,{CCC59F89-646C-4919-A7F5-F32DF5FE4302},-82.00696064976542,End of the Line - Mental Health Centers,EOL Ga Regional Hospital Entrance - Serenity Behavorial Health,35,0
16,33.39895749338646,{82889608-7D5D-4E44-92BC-9922C503979C},-82.00538713675456,Convenience Store - Commercial - Restaurants - Waffle House,Mike Padgette Hwy - Bojangles,1,0
16,33.40845501490889,{62DA22B4-C5CC-4854-850F-361A8F02FBA5},-82.0062102111264,Sunbeam  Outlet - Commercial - Residential - D&amp;S Tire - Augusta Data Strg,Mike Padgette Hwy - Wylie Dr,2,0
16,33.41247410636331,{8C02CB14-356D-42ED-A8EC-7E7C95340EB3},-82.00656271364048,Southeastern Equipment Co - Commercial  - Residential - Future BOE Bus Terminal,Mike Padgette Hwy - Boswell Ln,3,0
16,33.41870354090831,{5ABBC556-77FE-4EB1-97A2-3C31607219C4},-82.02126138100996,License Renewal - Recreation Substation  - Commercial - CVS,Lumpkin Rd - Peach Orchard Rd,7,0
16,33.41898174802633,{D0ACFB8D-D84B-4CA8-9D28-09D9E59DA26C},-82.02343188253232,School - Commercial - Pharmacy,Lumpkin Rd - Alleluia School,8,0
16,33.41925462592499,{FD8F6304-8A44-4841-A6BC-1172FE26FBCF},-82.02572429265285,Residential  - Childcare Network,Lumpkin Rd - Charlestowne South Apts,9,0
16,33.41965947715364,{7B256286-03B2-4D42-BCF4-E16E4F211AAE},-82.0285290404927,Residential - Colemans Mini Plaza,Lumpkin Rd - Jordan St,10,0
16,33.42012910730925,{9E466D0A-8DC0-4351-A71C-F4CCBF04B565},-82.0321714778916,Convenience Store - Commercial,Lumpkin Rd - Richmond Hill Rd,11,0
